ICL Prompt,ZSL Prompt,Answer
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Darfur falling into anarchy, collapse: UN UNITED NATIONS: Sudans Darfur region was heading for total anarchy and the United Nations would be blamed if the Security Council did not take action, a senior UN official warned on Thursday.
Category: World
News: Pakistan's Abbas 'honoured' to enter hockey Hall of Fame (AFP) AFP - Pakistan's penalty-corner expert Sohail Abbas said he was honoured to enter field hockey's Hall of Fame after he set a new world record for most goals.
Category: World
News: Abbas makes historic Palestinian visit to Syria Damascus: PLO chairman Mahmud Abbas Monday held historic talks with Syria #39;s president on the first official Palestinian visit since 1996 -- part of a post-Yasser Arafat push to forge stronger ties with Arab countries.
Category: World
News: BAR to seek administration in Honda deal. British American Tobacco has indicated that it would seek to put the company which runs the BAR Formula One team into administration if it proves unable to buy the minority shareholding in the operation required to press ahead with its new deal with Honda 
Category: Sports
News: Germany deports Islamic leader An Islamic leader sought by Ankara on treason charges has been deported by Germany hours after a court cleared his extradition. Muhammad Metin Kaplan, 51, was detained at an Internet caf in Cologne and hustled 
Category: World
News: Apple Selling Speedier iBooks, Lower-Priced Power Mac (NewsFactor) NewsFactor - Apple Computer (Nasdaq: AAPL) has announced new, faster iBooks, all of which include wireless networking, along with a new low-end, single-processor Power Mac that retails for US #36;1,500.
Category: Technology
News: EarthLink to offer free net telephony Earthlink on Tuesday said it now distributes software that lets people make free unlimited calls over a broadband connection. EarthLink Free Online Calling is anything but revolutionary.
Category: Technology
News: N.B.A. Hands Tough Penalties to Players Involved in Brawl The Pacers' Ron Artest was suspended for the season, and two of his teammates must sit out for a combined 55 games.
Category: Sports
News: As countdown goes on, so does the killing SO, JUST the nine days to go. Nine days for the Sudanese government to clean up its act, disarm the Janjaweed militia and make Darfur safe for the 1.2 million people driven from their homes by the campaign 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: As countdown goes on, so does the killing SO, JUST the nine days to go. Nine days for the Sudanese government to clean up its act, disarm the Janjaweed militia and make Darfur safe for the 1.2 million people driven from their homes by the campaign 
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Supreme Court should end legacy of Prohibition With the holiday season underway, many will be stocking up on their favorite libations. But if it #39;s fine wine you fancy, choices may be more limited than you realize.
Category: Business
News: Politics over policy When it comes down to a choice between good politics and good policy, which usually wins? Let #39;s put it this way: We don #39;t call it the political Play of the Week for nothing.
Category: Business
News: Scientists Find 178 New Species in Oceans (AP) AP - Marine scientists say they have discovered 178 new species of fish and hundreds more new species of plants and other animals in the past year, raising the number of life-forms found in the world's oceans to about 230,000.
Category: Technology
News: Fed to Boost Rate by a Quarter-Point With a fall in oil prices easing inflation concerns, the Federal Reserve is expected to continue its easy-does-it approach to raising interest rates, boosting a key rate by a moderate quarter-point today.
Category: Business
News: Stocks Climb; Retail Sales, Oracle Help  NEW YORK (Reuters) - U.S. stocks rose on Monday, after he  government said retail sales in November were better than  expected, a sign of economic strength.
Category: Business
News: Delta seeks deal to keep pilots NEW YORK -- Delta Air Lines Inc. managers and pilots will meet again today, and likely negotiate through the weekend, to find a way to keep the airline staffed with pilots, as many opt for early retirement.
Category: Business
News: Cingular Makes Phone for Vision-Impaired (AP) AP - A new cellular application promises to help vision-impaired people who can't read the screen of a mobile phone. It responds to spoken commands with voice recognition technology and reads back menu options, text messages, and other information to the user.
Category: Technology
News: MS Portable Media Centers to ship mid-Sept Creative Technology will today begin shipping its anticipated Zen Portable Media Center in the US, with a UK roll-out in the middle of the month.
Category: Technology
News: Briefly: HP partners with 3G gear maker roundup Plus: AMD starts shipping 90-nanometer chips...ABC.com to air on Real's SuperPass...Lenovo revenue grows, but problems persist.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Briefly: HP partners with 3G gear maker roundup Plus: AMD starts shipping 90-nanometer chips...ABC.com to air on Real's SuperPass...Lenovo revenue grows, but problems persist.
Category:",Technology
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Missing Antiaircraft Missiles Alarm Aides Disappearance of shoulder-fired missiles has prompted intelligence analysts to increase sharply their estimate of the number of such weapons that may be at large.
Category: World
News: Apple blocks music sales to older iTunes On Wednesday, Apple will stop allowing people running version 4.2 to purchase songs from the iTunes Music Store.  quot;As of today, customers will need to use one of the three most recent versions of iTunes -- 4.7 
Category: Technology
News: NASA claims supercomputing crown SAN JOSE, CALIF. - The US space agency unveiled a new computer Tuesday that it says is the fastest in the world. Project Columbia, named after the space shuttle that was destroyed early last year, is a cluster of 20 computers linked to work as one.
Category: Technology
News: One in Five Germans Wants the Berlin Wall Back  BERLIN (Reuters) - Fourteen years and a trillion euros  after reunification one in five Germans would like to see the  barrier that split the country during the Cold War put back, a  survey found Wednesday.
Category: World
News: Discord in Miami as Wannstedt Quits The departure yesterday of Miami Dolphins Coach Dave Wannstedt adds another layer of unrest to a Miami season that has included the unexpected preseason retirement of the star running back 
Category: Sports
News: F.A.A. Faced With Aging of Computers and Staff The Federal Aviation Administration is facing some of the same problems that are driving the airlines to bankruptcy, rising costs and declining income.
Category: Technology
News: Former Enron asst treasurer strikes plea deal A former assistant treasurer at Enron Corp. (ENRNQ.PK: Quote, Profile, Research) agreed to plead guilty to conspiracy to commit securities fraud on Tuesday and will cooperate with 
Category: Business
News: Google to scan universities #39; library books By Paul Taylor in New York and Chris Nuttall in San Francisco. Google, the leading service for finding information on the internet, yesterday set out ambitious plans to become a catalogue and digital library for world literature.
Category: Technology
News: Dolly Creator Applies for Cloning License (AP) AP - The creator of Dolly the sheep, the world's first mammal cloned from an adult, applied for a human cloning license Tuesday to study how nerve cells go awry to cause motor neuron disease.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Dolly Creator Applies for Cloning License (AP) AP - The creator of Dolly the sheep, the world's first mammal cloned from an adult, applied for a human cloning license Tuesday to study how nerve cells go awry to cause motor neuron disease.
Category:",Technology
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Greek Fani Halkia wins women #39;s 400m hurdles gold Greece #39;s Fani Halkia captured the women #39;s 400m hurdles gold medal before a boisterous home crowd at the Olympic Games in Athens on August 25.
Category: Sports
News: Elephant Dung Helps Track Smuggled Ivory - Study (Reuters) Reuters - Using elephant dung and skin\samples, researchers said they were able to make a map of\elephant DNA that could help track down ivory poachers.
Category: Technology
News: 9/13/04 - TERRORIST BOMBING IN INDONESIA Terrorists set off a bomb at the Australian embassy in Jakarta, Indonesia. At least nine people were killed and one-hundred-eighty wounded.
Category: World
News: Reliance Stock Drops as Resignations Stoke Concern on Ownership Shares at Reliance Industries Ltd. fell for a third day after six directors quit at a subsidiary, stoking concern a dispute between the Ambani brothers, who manage India #39;s biggest private company, may disrupt the business.
Category: Business
News: NL Wrap: Rookie Pitcher Leads Pirates Over Astros Rookie John Van Benschoten pitched eight strong innings to seize his first major league victory, powering the Pittsburgh Pirates past the Houston Astros 6-1 in the National League Friday.
Category: Sports
News: Sony announces dates and prices for new gaming devices Sony Computer Entertainment #39;s (SCE) next generation handheld gaming device will go on sale in Japan on 12 December for RRP 19,800 (\$250).
Category: Technology
News: Houllier pulls out as Welsh name manager WALES are expected to announce their new manager today, with John Toshack favoured to get the job for a second time. The Football Association of Wales has called a news conference for today after interviewing 
Category: Sports
News: Microsoft Attacks Piracy  With Free Software Microsoft is making a serious effort to attack piracy: by giving away free copies of Windows XP to pirated users in the UK. The move is currently targeted at consumers who may be using pirated copies of Windows XP by mistake.
Category: Technology
News: Forces find hostage  quot;slaughterhouses quot; in Fallujah Iraqi troops have found  quot;hostage slaughterhouses quot; in Fallujah where foreign captives were held and killed, the commander of Iraqi forces in the city said Wednesday.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Forces find hostage  quot;slaughterhouses quot; in Fallujah Iraqi troops have found  quot;hostage slaughterhouses quot; in Fallujah where foreign captives were held and killed, the commander of Iraqi forces in the city said Wednesday.
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Mexico Churches Wage High-Tech War on Cell Phones  MONTERREY, Mexico (Reuters) - Some Mexican churches are  using state-of-the-art technology developed by Israeli  electronic warfare experts to silence cell phones that ring  during mass, church officials said on Tuesday.
Category: Technology
News: Rare Chinese Jewellery Stolen from British Museum Thieves have stolen 15 rare items of medieval Chinese jewelry from the British Museum, including historically important gold earrings, amulets and hair pins, a museum spokeswoman said on Monday.
Category: World
News: SanDisk Intros New Memory Sticks and SD Cards with World #39;s Largest &lt;b&gt;...&lt;/b&gt; The 4GB SanDisk Memory Stick PRO will cost \$799.99, while 2GB SanDisk SD Card will be \$199.99. They will be available in November.
Category: Technology
News: An August Vacation for Inflation Prices came in surprisingly weak, despite surging oil costs. And since crude is likely to recede, the CPI should now stay flat. You wouldn #39;t know that crude-oil prices spiked to their highest levels in two 
Category: Business
News: UN envoy warns of deteriorating security situation in western &lt;b&gt;...&lt;/b&gt; The security situation in Sudan #39;s troubled western region of Darfur would further deteriorate as both the Sudanese government and the region #39;s rebelgroups seem to 
Category: World
News: IDC: mobile phone market growth to slow down in 2005 The global mobile phone market is expected to see a slow down in market growth due to the lack of additional catalysts, US high tech market research firm IDC warned on Tuesday.
Category: Technology
News: Paterno impressed by Purdue STATE COLLEGE -- This weekend, Joe Paterno will reach another astonishing milestone, notching game No. 457 as the head coach at Penn State and moving into a second place tie on the all-time list with the legendary Glenn Pop Warner.
Category: Sports
News: Linux Is Now Mainstream, Says IDC In a private study conducted by IDC for Open Source Development Labs, Inc (OSDL), IDC predicted that the overall Linux marketplace revenues for server, PC hardware and packaged software on Linux is expected to reach \$35.7 billion by 2008.
Category: Technology
News: United States #39; Illegal Occupation of Iraq United Nations Secretary General Kofi Annan #39;s statement that the Bush administration #39;s decision to go to war in Iraq was illegal because it didn #39;t have the Security Council #39;s approval should have been made before the invasion.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: United States #39; Illegal Occupation of Iraq United Nations Secretary General Kofi Annan #39;s statement that the Bush administration #39;s decision to go to war in Iraq was illegal because it didn #39;t have the Security Council #39;s approval should have been made before the invasion.
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: US Blue Chips Fall After Merck Recall  NEW YORK (Reuters) - The blue-chip Dow Jones average was  knocked lower on Thursday after drug maker Merck   Co.&lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MRK.N target=/stocks/quickinfo/fullquote""&gt;MRK.N&lt;/A&gt;,  a member of the Dow, recalled its widely sold Vioxx painkiller  and oil prices hovered around \$50 a barrel.
Category: Business
News: Braves rally to even series ATLANTA - With plenty of incentive, Rafael Furcal made sure the Atlanta Braves #39; season lasts at least two more games. Set to report to jail once the post-season ends, Furcal hit a two-out, two-run homer 
Category: Sports
News: Lockheed, Northrop Face Big Cuts-Document  WASHINGTON (Reuters) - Lockheed Martin Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=LMT.N target=/stocks/quickinfo/fullquote""&gt;LMT.N&lt;/A&gt; and  Northrop Grumman Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=NOC.N target=/stocks/quickinfo/fullquote""&gt;NOC.N&lt;/A&gt; would bear the brunt of proposed  cuts in U.S. weapons purchases totaling \$30 billion over the  next six years, according to the summary from a Pentagon budget  document made available to Reuters Monday.
Category: Business
News: Chirac considers early vote on EU after Socialist  #39;yes #39; President Jacques Chirac was considering bringing forward the date of France #39;s national referendum on the EU constitution yesterday after a resounding victory for the  quot;yes quot; camp 
Category: World
News: Cingular reaches deal with DOJ on AT T Wireless takeover Cingular Wireless will divest itself of wireless customers and other assets in 13 U.S. markets as a requirement for its \$41 billion acquisition of AT T Wireless Services Inc.
Category: Technology
News: Homegrown Satellite Radio Software Draws XM Fire (Reuters) Reuters - Catching Blondie's reunion tour\broadcast at 4 a.m. wasn't an option for XM satellite radio\subscriber and single father Scott MacLean.
Category: Technology
News: MP3 players set for major growth: report An IDC report predicts that the market will grow at a compound annual growth rate (CAGR) of 20 percent to ship over 50 million units in 2008, up from just 12.
Category: Technology
News: Filibuster Threatened over Corporate Tax Changes Description: The Senate on Friday scrambled to finish work on the biggest revision of corporate tax codes Congress has considered since 1986.
Category: Business
News: France targets Ivorian air force France's president orders his forces to destroy any planes breaking Ivory Coast's truce after eight French deaths.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: France targets Ivorian air force France's president orders his forces to destroy any planes breaking Ivory Coast's truce after eight French deaths.
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: EDS:US Airways Bankruptcy to Cut Earnings  WASHINGTON (Reuters) - Electronic Data Systems Corp.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=EDS.N target=/stocks/quickinfo/fullquote""&gt;EDS.N&lt;/A&gt; on Thursday said the bankruptcy of US Airways Group  Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=UAIRQ.OQ target=/stocks/quickinfo/fullquote""&gt;UAIRQ.OQ&lt;/A&gt; could sharply reduce its third-quarter earnings  because of a long-term information technology contract between  the companies.
Category: Business
News: Guerrouj Captures Gold in the 5,000 Hicham el-Guerrouj of Morocco and Kelly Holmes of Britain completed Olympic doubles on Saturday, the last day of track and field competition.
Category: Sports
News: Sale of IBM unit doesn't mean ThinkPads will cease to exist (USATODAY.com) USATODAY.com - This week, IBM said it is selling off most of its PC division to Lenovo, China's No. 1 PC maker. The news is likely to rattle IBM customers - but it may end up benefiting them long term. USA TODAY reporter Michelle Kessler answers some questions many IBM customers are asking:
Category: Technology
News: Corgentech treatment fails trial Shares plunge after company says its vein graft treatment failed to show benefit in late-stage test. CHICAGO (Reuters) - Biotechnology company Corgentech Inc.
Category: Business
News: Bomb blasts, firing kill 44 in Nagaland, Guwahati GUWAHATI: At least 44 persons were killed and 100 others wounded in firing and series of bomb blasts in Indian eastern states Nagaland, Assam, and Guwahati here on Saturday.
Category: World
News: Montgomerie Gets Spot on Ryder Cup Team (AP) AP - Colin Montgomerie will play in his seventh Ryder Cup, added to the European team Sunday as one of two wild-card selections by captain Bernhard Langer. Langer also chose 26-year-old Luke Donald, giving England five players on a team that will try to retain the Ryder Cup against the United States on Sept. 17-19 at Oakland Hills outside Detroit.
Category: Sports
News: UM opener at Orange Bowl might be shifted to Sept. 11 School officials, including UM President Donna Shalala and FSU #39;s TK Wetherell, will talk with ACC and ABC-TV officials today and likely make a decision about postponing the season opener at the Orange Bowl.
Category: Sports
News: Annan: U.S., U.N. Relationship Important (AP) AP - Secretary-General Kofi Annan, under fire in Washington over the U.N. role in Iraq, said that the United States and the United Nations have the greatest impact on global issues when they work together.
Category: World
News: Meyer accepts coaching job at Florida GAINSVILLE, Florida (Ticker) - Urban Meyer has chosen old friend Bernie Machen over his former friends at Notre Dame. On Saturday, Florida announced that Meyer has accepted an offer to replace Ron Zook as the school #39;s 21st football coach.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Meyer accepts coaching job at Florida GAINSVILLE, Florida (Ticker) - Urban Meyer has chosen old friend Bernie Machen over his former friends at Notre Dame. On Saturday, Florida announced that Meyer has accepted an offer to replace Ron Zook as the school #39;s 21st football coach.
Category:",Sports
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Options-expense rule put off until June The US Financial Accounting Standards Board agreed to delay by six months implementation of a rule that will force companies to treat employee stock options as an expense.
Category: Business
News: UN nuclear chief: patience wearing thin over lack of progress on North Korea (Canadian Press) Canadian Press - SEOUL, South Korea (AP) - The international community is losing patience over the slow-moving six-way talks on North Korea's nuclear weapons program, and the UN Security Council should act on the matter, the UN nuclear chief said Wednesday.
Category: World
News: on the record: ISLAMABAD: Prime Minister Shaukat Aziz said that the development of the social sector of the country was the priority of the government.
Category: World
News: India pile on runs Gautam Gambhir #39;s maiden Test century and a typical Rahul Dravid ton helped India defy a three-prong Bangladesh attack on the opening day of the second and the final Test here on Friday.
Category: Sports
News: House Passes Corporate-Tax Bill WASHINGTON -- The House last night passed a massive business-tax bill aimed at settling a trade dispute with the European Union and propping up domestic manufacturers.
Category: Business
News: Oil prices rise on heating fears Oil prices rise again after US government data showed heating stocks remained 16 down on 2003 levels.
Category: Business
News: British Military Begins Deployment North Toward Baghdad Basra, Iraq -- The British military says its troops have begun heading north to Baghdad from their base in southern Iraq. Large flatbed trucks can be seen carrying armored British vehicles up a road through Iraq #39;s southern desert.
Category: World
News: Adobe Acrobat 7 unveiled The release schedule includes a new free Acrobat Reader, now with reviewing capabilities, the company said. Adobe is highlighting its focus on workgroups and document management.
Category: Technology
News: Palestinians to Elect Arafat #39;s Successor on Jan. 9 Palestinians set Jan. 9 as the date for presidential elections to replace Yasser Arafat on Sunday as the United States hinted it may be ready to resume Middle East peacemaking shelved since 2000.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Palestinians to Elect Arafat #39;s Successor on Jan. 9 Palestinians set Jan. 9 as the date for presidential elections to replace Yasser Arafat on Sunday as the United States hinted it may be ready to resume Middle East peacemaking shelved since 2000.
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Culpepper rallies Vikings MINNEAPOLIS -- The Minnesota Vikings shut out Detroit in the second half and overcame a 12-point deficit in the fourth quarter to beat the sliding Lions, 22-19, yesterday, ending their three-game losing streak.
Category: Sports
News: Full Court Mess There was, no doubt, shock and dismay in some quarters when the National Basketball Association continued playing its schedule without interruption after the brawl in Detroit nine days ago.
Category: Sports
News: Marsh  amp; McLennan plummets as market run scared SHARES in Marsh  amp; McLennan plunged a further 10 per cent yesterday, taking their total fall to 47 per cent since the insurance broker took centre-stage in an inquiry by the New York attorney-general into market manipulation.
Category: Business
News: Duffield: Oracle #39;s skewing facts on stock sales At the 11th hour for Oracle #39;s latest tender offer for PeopleSoft, the battle between companies continues to escalate. PeopleSoft founder and Chief Executive David Duffield on Thursday accused Oracle of issuing 
Category: Business
News: Oracle puts patches on a schedule Following Microsoft's lead, software maker opts to issue fixes on a monthly timetable. But does that make customers more secure?
Category: Technology
News: Good tennis is latest fashion Serena Williams was all about show at the beginning of this US Open. Dress in what some would consider an outrageous manner. Tweak the tennis establishment.
Category: Sports
News: House OKs Humanitarian Aid for N. Koreans (AP) AP - The United States could spend up to  #36;24 million a year in humanitarian aid for North Koreans, much of it for refugees who have fled the impoverished, totalitarian state, under legislation approved by the House Monday and sent to the president for his signature.
Category: World
News: Torture 'widespread' in Uganda Uganda's security forces routinely torture suspects, the Human Rights Commission says in its annual report.
Category: World
News: BA cuts debt with Qantas sale British Airways yesterday moved to cut its massive debt and prepare for acquisitions when it raised 425m by selling its stake in Australia #39;s Qantas Airways.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: BA cuts debt with Qantas sale British Airways yesterday moved to cut its massive debt and prepare for acquisitions when it raised 425m by selling its stake in Australia #39;s Qantas Airways.
Category:",Business
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Palestinians Grieve Over Arafat's Death (AP) AP - Palestinians at home and abroad wept, waved flags and burned tires Thursday in an eruption of grief at the death of Yasser Arafat, the man they consider the father of their nation. The quick appointment of successors did little to dispel the huge question marks now hanging over Mideast peace efforts.
Category: World
News: Report: Chinese fighter jets interfere with The Taiwanese president #39;s flight to an outlying island several weeks ago was diverted because 28 Chinese fighter jets were spotted in the area, a major Taiwanese newspaper reported Thursday.
Category: World
News: EDS postpones earnings release com 04-11-2004. Electronic Data Systems has postponed the release of its third quarter 2004 earnings for the second time, as it continues to negotiate with its auditor KPMG over the value 
Category: Business
News: Cassini Evidence Shows Saturn Moon Alive (AP) AP - The Cassini spacecraft is sending back evidence that Saturn's planet-size moon Titan is geologically alive, possibly with liquids moving on its surface, scientists said Thursday.
Category: Technology
News: Japan Approves Visa for Ex-Taiwan Leader Japan has decided to issue a visa for former Taiwanese President Lee Teng-hui to visit this year, a government spokesman said Thursday, a decision that could exacerbate tense relations with China.
Category: World
News: Fed Is Expected to Boost Rates Again WASHINGTON - Federal Reserve policy-makers are expected to raise short-term interest rates for a third time this year, part of a gradual process to wean the economy from ultralow rates, which are no longer needed as a bracing tonic.    Although private economists have mixed opinions whether the economy still is working through its late-spring blues or has emerged, most believe the economy is in good enough shape for the Fed to boost rates again...
Category: World
News: Jenkins starts new life in Japan \A US soldier who deserted to North Korea four decades ago embarks on a new life with his family in Japan.
Category: World
News: Expos Release Plan Washington's baseball team begins to unveil its plans to sell season tickets, marking the first tangible way for fans to connect with the team.
Category: Sports
News: Spotlight fails to focus on Palestine hunger strike BETHLEHEM Several thousand Palestinian prisoners in Israeli jails were on their 13th day of a hunger strike on Friday, but the Israeli government has provided few concessions and there has been relatively little interest from the outside world.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Spotlight fails to focus on Palestine hunger strike BETHLEHEM Several thousand Palestinian prisoners in Israeli jails were on their 13th day of a hunger strike on Friday, but the Israeli government has provided few concessions and there has been relatively little interest from the outside world.
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Molik secures back-to-back titles Australian tennis player Alicia Molik stormed to her second title in two weeks with a 6-3, 6-4 victory over Russian Dinara Safina in the final of the WTA event in Luxembourg overnight.
Category: Sports
News: Timely Iraq Vote a Point of Pride (AP) AP - For an administration that likes to make the trains run on time, the Jan. 30 elections scheduled in Iraq are light at the end of a dark and violent tunnel.
Category: World
News: Man Held in England for Stealing Cisco Code By MATTHEW FORDAHL    SAN JOSE, Calif. (AP) -- A 20-year-old man has been arrested in England in the theft of the proprietary software blueprints used by Cisco Systems Inc...
Category: Technology
News: Government to take over terrorist watch lists from airlines The government will take over from the airlines responsibility for checking passenger names against terrorism watch lists and will begin testing its system within two months, the 
Category: Technology
News: Cendant Expected to Spin Off Wright Express, a Fleet Manager The Cendant Corporation is planning to announce today that it will spin off its Wright Express unit in an initial public offering that is expected to raise more than \$1 billion.
Category: Business
News: SCO Slides Again Picking on SCO Group (Nasdaq: SCOX) is really too easy. Unfortunately, it #39;s also necessary, if only as an ongoing cautionary tale for Foolish investors.
Category: Technology
News: Quake aftershocks hit north Japan Strong aftershocks have continued to hit Japan two days after 24 people died in the country #39;s deadliest earthquake in almost a decade.
Category: World
News: Pakistan denies claim of progress in bin Laden hunt ISLAMABAD, Pakistan - The government dismissed a top American counterterrorism official #39;s claim of progress in the hunt for Osama bin Laden, saying today that Pakistan does not have any information on the Al Qaeda leader #39;s whereabouts.
Category: World
News: The twin challenges in Palestine and other Arab countries The Palestinian intifada marked the completion of its fourth consecutive year yesterday, and, not surprisingly, Palestinian street anger is directed these days at both the Israelis for their brutal occupation and at Yasser Arafat #39;s incompetent and often 
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: The twin challenges in Palestine and other Arab countries The Palestinian intifada marked the completion of its fourth consecutive year yesterday, and, not surprisingly, Palestinian street anger is directed these days at both the Israelis for their brutal occupation and at Yasser Arafat #39;s incompetent and often 
Category:",World
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: West Nile 'causes lasting damage' Being infected with severe West Nile Virus can cause long-term health problems, a study has found.
Category: World
News: Punch Drunk By now, reality should have set in for Roy Jones Jr. and his brain cleared enough to realize his sometimes brilliant career is over.
Category: Sports
News: China indices fall sharply China #39;s benchmark stock indices dropped after the Government took over Hantang Securities Co and three brokerages that failed investment company Xinjiang D #39;Long Group Co controlled.
Category: Business
News: Q A: Red Hat exec talks of challenges to open-source He discusses the dearth of developers, scaling problems and his public blog war with Sun's Jonathan Schwartz.
Category: Technology
News: Allardyce backs Mutu to return Bolton manager Sam Allardyce believes Adrian Mutu has the ability to bounce back at the top level. The Chelsea striker has been banned for seven months after failing a drugs test.
Category: Sports
News: Brief: HP acquires Synstar for \$293M In a move designed to help it better compete in Europe, Hewlett-Packard said it has acquired Synstar PLC, a U.K.-based technology services firm, for \$293 million.
Category: Technology
News: Golf: World number 1 Singh leads PGA Pennsylvania tournament FARMINGTON, United States : Vijay Singh, showing no signs that a week off has slowed him down, shot an eight-under-par 64 to take a three-stroke lead in the weather-disrupted 4.2 million-dollar PGA Tour event here.
Category: Sports
News: New Jersey Now Tries to Lure the Mets from NYC  NEW YORK (Reuters) - New Jersey, which tried for years but  failed to win the Yankees baseball team from New York City, now  has set its sights on the city's other baseball team, the Mets,  who play in Shea Stadium in Queens.
Category: Sports
News: Auburn gets closer to top of BCS By wire services. Auburn moved into third in the BCS standings released Monday while Southern Cal and Oklahoma held on to the top spots.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Auburn gets closer to top of BCS By wire services. Auburn moved into third in the BCS standings released Monday while Southern Cal and Oklahoma held on to the top spots.
Category:",Sports
"Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Bears Wide Receiver Terrell Arrested (Reuters) Reuters - Chicago Bears wide\receiver David Terrell has been arrested for traffic\violations.
Category: Sports
News: Flash Floods in Northeastern India Kill at Least 26 Indian officials say at least 26 people have drowned in flooding in the northeastern state of Assam. The officials say the deaths occurred in the state #39;s western Goalpara district near the border with Bangladesh.
Category: World
News: Weber #39;s orange sport coat tailor-made for huge game The throwback uniforms Illinois planned to unveil Wednesday against Wake Forest were sent back to the tailor. It appears the Flyin #39; Illini replicas were too big and baggy in the shorts.
Category: Sports
News: Take part in your very own DDoS attack Lycos Europe has started to offer a controversial screensaver that floods spammers #39; servers with requests for info, similar to a distributed denial of service (DDoS) attack.
Category: Technology
News: Culpepper wins his third NFC honor for 2004 (Oct. 20, 2004) -- Quarterback Daunte Culpepper of the Minnesota Vikings, cornerback Lito Sheppard of the Philadelphia Eagles and punter Sean Landeta of the St.
Category: Sports
News: Oracle to nominate four PeopleSoft directors Software company Oracle (ORCL) said Wednesday it plans to nominate four candidates for election in 2005 to the board of its rival and takeover target PeopleSoft (PSFT).
Category: Business
News: Heat Top 76ers, Stay Unbeaten in East (AP) AP - Dwyane Wade scored 25 points and the Miami Heat remained unbeaten against Eastern Conference opponents by beating the short-handed Philadelphia 76ers 93-83 Sunday night.
Category: Sports
News: New Orleans Urges People to Take Shelter NEW ORLEANS - With 135-mph Hurricane Ivan closing in with frightening intensity, this flood-prone city scrambled Wednesday to get people out of harm's way, putting the frail and elderly in the cavernous Louisiana Superdome and urging others to move to higher floors in tall buildings.    Along some 300 miles of threatened coastline from Louisiana to the Florida Panhandle, the churning surf, ominous clouds, swaying traffic lights and escalating winds were all the reminders some people needed to take cover from a storm that made a slight turn north on a path that could bring it ashore early Thursday at the Alabama-Mississippi line, near Mobile, Ala...
Category: World
News: Update 1: Goldman Sachs Posts Higher 4Q Profit Investment banking firm Goldman Sachs Group Inc. said Thursday that fourth-quarter earnings rose 23 percent to beat Wall Street expectations.
Category:","Classify the news articles into the categories of World, Sports, Business, and Technology.
News: Update 1: Goldman Sachs Posts Higher 4Q Profit Investment banking firm Goldman Sachs Group Inc. said Thursday that fourth-quarter earnings rose 23 percent to beat Wall Street expectations.
Category:",Business
